,Target
126892,0
126893,1
126894,0
126896,0
126898,0
126899,0
126902,0
126904,0
126906,0
126907,0
126908,0
126909,0
126911,0
126912,0
126913,1
126915,1
126916,0
126917,0
126918,0
126921,0
126922,0
126923,1
126924,0
126925,0
126927,0
126929,0
126930,0
126931,0
126932,0
126933,0
126934,0
126935,0
126937,0
126940,0
126941,0
126942,0
126943,0
126944,0
126945,0
126948,0
126949,0
126950,0
126953,0
126956,0
126957,0
126958,0
126959,0
126960,0
126962,0
126963,0
126968,0
126969,0
126971,0
126972,0
126973,0
126974,0
126975,0
126976,0
126977,0
126978,0
126979,0
126983,0
126984,0
126987,0
126989,0
126990,0
126993,0
126994,0
126996,0
126997,0
126998,0
126999,0
127001,0
127002,0
127004,0
127005,0
127007,0
127008,0
127009,0
127010,0
127012,0
127013,0
127014,1
127015,0
127018,0
127019,0
127021,0
127023,0
127025,1
127026,0
127027,0
127028,0
127029,0
127031,1
127033,0
127035,0
127036,0
127037,0
127040,0
127041,0
127042,0
127043,0
127044,0
127046,0
127047,0
127048,0
127049,0
127050,0
127052,0
127053,0
127054,0
127057,0
127059,1
127062,0
127065,0
127066,0
127067,0
127068,0
127069,0
127070,0
127071,0
127072,0
127073,1
127075,0
127076,0
127077,0
127078,1
127079,0
127080,0
127082,1
127084,0
127085,0
127086,0
127087,0
127088,0
127089,0
127090,0
127091,0
127092,0
127093,0
127094,0
127095,0
127096,0
127097,0
127098,0
127099,0
127101,0
127102,1
127104,0
127105,0
127106,0
127108,0
127109,0
127111,0
127112,1
127115,0
127116,1
127117,0
127118,0
127119,0
127120,0
127122,0
127123,0
127125,0
127127,0
127129,0
127130,0
127132,0
127133,0
127134,0
127135,0
127136,0
127140,0
127141,0
127142,0
127143,0
127145,0
127146,0
127148,0
127149,0
127150,0
127152,0
127153,0
127154,0
127155,0
127157,0
127159,0
127160,0
127162,0
127163,0
127164,0
127165,0
127169,0
127170,0
127171,1
127172,0
127173,0
127174,0
127175,0
127176,0
127180,0
127181,0
127182,0
127183,0
127185,0
127186,0
127187,0
127188,0
127189,0
127192,0
127193,0
127195,0
127196,0
127197,0
127199,0
127201,0
127204,0
127205,0
127207,0
127209,0
127211,0
127212,0
127213,0
127214,0
127215,0
127216,0
127217,0
127218,1
127219,0
127220,0
127222,0
127223,0
127226,0
127227,0
127228,1
127230,0
127235,0
127236,0
127238,0
127240,0
127241,0
127244,0
127245,0
127246,1
127247,0
127248,0
127250,0
127252,1
127253,0
127255,0
127256,0
127259,0
127260,0
127261,0
127264,0
127265,0
127266,0
127268,0
127269,0
127271,0
127273,0
127274,1
127275,0
127276,0
127277,0
127278,0
127279,0
127280,0
127281,0
127282,0
127283,1
127285,0
127286,0
127287,0
127288,0
127289,0
127291,0
127292,0
127293,0
127294,0
127295,0
127296,0
127297,0
127298,0
127299,1
127301,0
127302,0
127303,0
127304,0
127306,0
127308,0
127309,0
127310,0
127311,0
127312,0
127313,0
127315,0
127316,0
127317,0
127318,0
127320,0
127321,0
127322,1
127323,0
127324,0
127325,0
127326,1
127327,0
127328,0
127329,0
127330,0
127331,0
127332,0
127334,0
127335,0
127336,0
127337,0
127338,0
127341,1
127342,0
127343,0
127346,0
127351,0
127352,0
127353,0
127354,0
127355,0
127356,0
127357,0
127358,0
127359,0
127360,0
127361,0
127362,0
127363,0
127364,0
127365,0
127366,0
127368,1
127369,0
127370,0
127371,0
127372,0
127373,0
127374,0
127375,0
127376,0
127377,1
127378,0
127379,0
127380,0
127381,0
127382,0
127383,0
127384,0
127385,0
127387,0
127388,0
127389,0
127390,0
127391,0
127392,0
127393,0
127395,0
127396,0
127397,0
127399,0
127401,0
127402,0
127403,0
127405,0
127406,0
127407,0
127408,0
127409,0
127410,0
127411,0
127413,0
127414,0
127415,0
127416,1
127417,0
127418,0
127419,0
127421,0
127428,0
127429,0
127431,0
127433,0
127434,0
127437,1
127439,0
127440,0
127441,0
127443,0
127444,0
127445,1
127446,0
127448,1
127449,0
127450,0
127451,0
127454,0
127455,0
127457,0
127458,0
127459,0
127460,1
127461,0
127463,1
127464,0
127465,0
127466,0
127467,0
127468,1
127470,0
127471,0
127472,0
127473,0
127474,0
127475,0
127476,0
127477,0
127478,0
127479,0
127480,0
127481,0
127482,0
127483,0
127485,1
127486,0
127488,0
127489,0
127491,0
127495,0
127499,0
127500,0
127502,0
127503,0
127504,0
127505,0
127506,0
127507,1
127508,0
127509,0
127510,0
127511,0
127512,0
127513,0
127514,0
127515,0
127516,0
127519,1
127520,0
127521,0
127522,0
127524,0
127525,0
127526,0
127527,0
127528,0
127529,0
127530,0
127532,1
127534,0
127535,0
127536,0
127537,0
127538,0
127539,0
127540,0
127541,0
127542,0
127544,0
127545,0
127546,0
127547,0
127548,0
127551,1
127552,1
127553,0
127554,0
127555,0
127556,0
127557,0
127558,0
127560,0
127561,0
127562,0
127563,0
127564,0
127565,0
127566,0
127567,0
127569,0
127571,0
127572,0
127573,0
127574,0
127575,0
127576,0
127577,0
127578,0
127579,1
127580,1
127581,0
127582,0
127583,0
127584,0
127586,1
127587,1
127588,1
127589,1
127590,0
127591,0
127592,0
127593,0
127594,0
127595,0
127596,0
127597,0
127598,0
127599,0
127600,0
127601,0
127602,0
127603,1
127604,0
127605,0
127606,0
127607,0
127608,0
127609,0
127610,0
127611,0
127612,0
127613,0
127614,0
127615,0
127616,0
127617,0
127618,0
127620,0
127621,0
127622,0
127623,0
127624,0
127625,0
127626,0
127627,0
127628,0
127629,0
127630,0
127631,0
127632,0
127633,0
127634,0
127635,1
127636,0
127637,0
127639,0
127640,0
127641,0
127642,0
127643,0
127644,0
127645,0
127646,0
127647,0
127649,0
127650,0
127652,0
127653,0
127654,0
127655,0
127656,0
127658,0
127659,0
127660,0
127661,0
127662,0
127663,0
127664,0
127665,1
127666,0
127667,0
127668,0
127670,0
127671,1
127672,0
127673,0
127674,0
127675,0
127676,0
127677,0
127678,0
127679,0
127680,0
127681,0
127682,0
127683,0
127684,0
127685,0
127686,0
127687,0
127688,1
127689,0
127690,0
127691,0
127692,0
127693,0
127694,0
127695,0
127696,0
127697,0
127698,0
127699,0
127700,0
127701,1
127702,0
127703,1
127704,0
127705,0
127706,0
127707,0
127708,0
127709,0
127710,0
127711,0
127712,0
127713,0
127714,0
127715,0
127716,1
127717,0
127718,0
127719,1
127720,0
127721,0
127722,1
127723,0
127724,0
127725,0
127726,0
127729,0
127730,0
127731,0
127732,0
127733,0
127734,0
127735,0
127736,0
127737,0
127738,0
127739,0
127740,0
127741,0
127742,0
127743,0
127744,0
127745,0
127746,0
127747,1
127748,0
127749,0
127750,0
127751,0
127752,0
127754,0
127755,0
127756,0
127757,0
127758,0
127759,0
127760,0
127761,0
127762,0
127763,0
127764,1
127765,0
127766,1
127767,0
127768,1
127769,0
127770,0
127771,0
127772,0
127773,0
127774,0
127775,0
127776,0
127777,0
127778,0
127779,0
127780,0
127781,0
127782,0
127784,0
127785,0
127786,0
127787,0
127788,0
127789,0
127790,0
127791,0
127792,0
127793,0
127794,0
127795,0
127796,0
127797,0
127798,0
127799,0
127800,0
127801,0
127802,1
127803,0
127804,0
127805,0
127806,0
127807,0
127808,0
127809,0
127810,0
127811,0
127812,0
127813,0
127814,0
127815,0
127816,0
127817,0
127818,0
127819,0
127820,0
127821,0
127822,0
127823,0
127824,0
127825,0
127826,1
127827,0
127828,0
127829,0
127830,0
127831,0
127832,1
127833,0
127834,0
127836,0
127837,0
127838,0
127839,0
127840,0
127841,0
127842,0
127843,0
127844,0
127845,0
127846,0
127847,0
127848,0
127849,0
127850,0
127851,0
127852,0
127853,0
127854,0
127855,0
127856,1
127857,1
127858,0
127859,1
127860,0
127861,0
127862,0
127863,1
127864,0
127865,0
127866,0
127867,0
127868,0
127869,0
127870,0
127871,0
127872,0
127873,0
127874,0
127875,0
127876,0
127877,0
127878,0
127879,0
127880,0
127881,0
127882,0
127883,0
127884,1
127885,0
127886,0
127887,0
127888,0
127889,0
127890,0
127891,0
127892,0
127893,0
127894,0
127895,0
127896,0
127897,0
127898,0
127899,0
127900,0
127901,0
127902,0
127903,0
127904,0
127905,0
127906,0
127907,0
127908,0
127909,0
127910,0
127911,0
127912,0
127913,0
127914,0
127915,0
127916,0
127917,0
127918,0
127919,0
127921,0
127926,0
127927,0
127929,0
127932,0
127933,0
127935,0
127936,0
127940,0
127944,0
127945,0
127947,0
127948,0
127950,0
127951,0
127952,0
127953,0
127954,0
127955,0
127957,0
127958,0
127959,0
127961,0
127962,0
127967,0
127968,0
127970,0
127971,0
127972,0
127974,1
127977,0
127979,0
127982,0
127983,0
127987,0
127990,0
127994,0
127997,0
127998,0
128001,0
128002,0
128004,0
128005,0
128007,0
128010,0
128012,0
128014,0
128015,0
128017,0
128021,0
128023,0
128029,0
128031,0
128032,1
128034,0
128036,0
128037,0
128039,0
128040,0
128047,0
128050,0
128054,0
128055,0
128057,0
128058,0
128059,0
128060,0
128061,0
128062,0
128063,0
128067,0
128071,0
128072,0
128073,0
128075,0
128076,0
128078,0
128081,0
128084,0
128085,0
128089,0
128092,0
128093,0
128094,0
128096,1
128099,0
128103,0
128104,0
128105,1
128106,0
128107,0
128108,0
128111,0
128112,0
128114,0
128116,0
128124,0
128128,0
128132,0
128136,0
128138,0
128139,0
128140,0
128141,0
128143,0
128147,0
128148,0
128150,0
128152,0
128155,0
128159,0
128160,0
128161,0
128163,0
128164,0
128165,0
128169,0
128172,0
128173,0
128175,0
128177,0
128183,0
128185,0
128187,0
128188,0
128189,0
128190,0
128191,0
128192,0
128194,0
128195,0
128196,0
128197,0
128200,0
128202,0
128203,0
128209,0
128211,0
128214,0
128217,0
128218,0
128221,0
128226,0
128228,0
128230,0
128235,0
128236,0
128239,0
128240,0
128241,0
128242,0
128243,1
128244,0
128247,0
128250,0
128253,0
128257,0
128259,0
128260,0
128262,0
128263,0
128264,0
128265,0
128268,0
128270,0
128271,0
128272,0
128276,0
128277,0
128282,0
128284,0
128285,0
128286,0
128289,0
128290,0
128292,0
128294,0
128295,0
128297,0
128298,0
128299,0
128302,0
128303,0
128308,1
128310,0
128313,0
128314,0
128315,1
128317,1
128319,0
128321,0
128323,0
128324,0
128327,0
128329,0
128330,0
128332,0
128340,1
128342,0
128350,0
128351,0
128352,0
128357,0
128361,0
128365,0
128366,0
128370,0
128375,0
128377,0
128378,0
128379,0
128384,0
128386,0
128387,0
128390,0
128400,0
128403,0
128404,1
128405,0
128406,0
128408,0
128409,0
128412,0
128413,0
128415,0
128417,0
128421,0
128422,0
128424,1
128426,0
128427,0
128429,0
128430,0
128431,1
128435,0
128437,0
128438,0
128439,0
128444,0
128448,0
128449,0
128450,0
128451,0
128452,0
128454,0
128456,0
128457,0
128461,0
128465,0
128466,1
128467,0
128470,0
128471,0
128474,0
128476,0
128480,0
128482,0
128483,0
128488,0
128494,0
128495,0
128498,0
128499,0
128501,0
128502,0
128504,0
128507,0
128510,0
128512,0
128514,0
128515,0
128517,0
128519,0
128520,0
128521,0
128522,0
128525,0
128526,0
128527,0
128530,0
128531,0
128532,0
128533,1
128534,0
128536,0
128540,0
128541,0
128542,0
128543,0
128544,0
128545,0
128547,0
128548,1
128551,0
128555,0
128557,0
128559,0
128560,0
128562,0
128566,0
128570,0
128572,0
128573,0
128576,0
128578,0
128579,0
128580,0
128583,0
128585,0
128588,0
128589,0
128591,0
128592,1
128595,0
128602,0
128603,0
128604,0
128605,0
128606,0
128608,0
128611,0
128612,0
128613,0
128616,0
128617,0
128620,0
128621,0
128622,0
128623,0
128625,0
128626,0
128627,0
128630,0
128631,0
128633,0
128634,1
128635,0
128636,0
128637,0
128639,1
128643,0
128644,0
128645,0
128646,0
128647,0
128648,0
128649,0
128650,0
128651,0
128653,0
128662,0
128663,0
128664,0
128666,0
128668,0
128669,0
128670,0
128671,0
128672,0
128675,0
128676,0
128677,0
128678,0
128680,0
128681,0
128683,0
128686,0
128691,0
128692,0
128693,0
128697,0
128699,0
128701,0
128702,0
128703,0
128706,0
128707,0
128710,0
128713,0
128714,0
128715,0
128716,0
128719,0
128722,0
128726,0
128727,0
128728,0
128729,0
128730,0
128732,0
128733,0
128734,0
128736,0
128737,0
128738,0
128739,0
128740,0
128741,0
128745,0
128747,0
128748,0
128749,0
128750,0
128752,0
128756,0
128757,0
128758,0
128760,0
128762,0
128764,1
128765,0
128769,0
128770,0
128774,0
128775,0
128776,0
128777,0
128779,0
128780,0
128781,0
128783,0
128785,0
128788,0
128789,0
128792,0
128793,0
128794,0
128795,0
128796,0
128797,0
128799,0
128800,0
128801,1
128802,0
128804,0
128807,0
128810,0
128816,0
128817,0
128822,1
128828,0
128831,1
128832,0
128834,0
128836,0
128837,0
128839,0
128841,0
128842,0
128844,0
128846,0
128847,0
128848,0
128849,0
128850,0
128851,0
128853,0
128856,0
128857,0
128859,0
128862,0
128863,0
128864,0
128866,0
128869,0
128871,0
128873,1
128874,0
128875,0
128877,1
128878,0
128879,0
128880,0
128883,0
128884,0
128890,0
128895,0
128898,0
128899,1
128900,0
128901,0
128906,0
128907,0
128908,0
128910,0
128912,0
128915,0
128917,0
128923,0
128926,0
128927,0
128929,0
128930,0
128932,0
128933,0
128935,0
128939,0
128940,0
128942,0
128943,0
128946,0
128947,0
128948,0
128950,0
128951,0
128953,0
128954,0
128955,0
128956,0
128957,1
128962,1
128963,0
128964,0
128965,0
128969,0
128971,0
128972,0
128973,0
128975,0
128976,0
128977,0
128978,0
128980,0
128981,0
128983,0
128984,0
128986,0
128987,0
128988,0
128990,0
128991,0
128993,0
128994,0
128996,0
128997,0
128998,0
129000,0
129001,0
129002,0
129005,0
129008,0
129009,0
129011,0
129013,0
129017,0
129018,0
129023,0
129025,0
129026,0
129030,1
129031,0
129032,0
129034,0
129035,0
129036,0
129037,0
129039,0
129041,0
129043,0
129045,0
129047,0
129049,0
129052,0
129053,0
129054,0
129056,0
129057,0
129059,0
129060,0
129062,0
129063,0
129066,0
129067,0
129068,0
129071,0
129072,0
129073,0
129074,0
129075,0
129076,0
129077,0
129078,0
129079,0
129081,0
129082,0
129084,0
129085,1
129087,0
129088,0
129089,0
129090,0
129091,0
129092,0
129094,0
129096,0
129097,0
129099,0
129100,0
129101,0
129104,0
129105,0
129107,0
129108,0
129109,0
129111,0
129112,0
129115,0
129119,0
129120,0
129123,0
129125,0
129126,1
129127,0
129130,0
129132,0
129133,0
129134,0
129135,0
129136,0
129138,1
129139,0
129140,0
129142,0
129144,0
129145,0
129147,0
129148,0
129150,0
129152,0
129153,0
129154,0
129155,0
129156,0
129157,0
129161,0
129162,0
129163,0
129165,0
129167,1
129169,1
129171,0
129172,0
129173,0
129177,0
129180,0
129181,0
129182,0
129184,0
129187,0
129191,0
129194,0
129195,0
129197,0
129199,0
129200,0
129201,0
129202,0
129205,1
129206,0
129207,0
129208,0
129209,0
129210,0
129211,0
129212,0
129214,0
129215,0
129216,0
129218,0
129219,0
129220,0
129224,0
129225,0
129226,0
129228,0
129229,0
129230,0
129232,0
129233,0
129234,0
129236,0
129237,0
129239,1
129241,0
129243,0
129244,0
129245,0
129246,0
129247,0
129248,0
129249,0
129250,0
129252,0
129253,0
129254,0
129255,0
129256,0
129257,0
129258,0
129261,0
129263,0
129264,0
129265,0
129271,0
129272,0
129273,0
129275,0
129276,0
129279,0
129280,0
129281,0
129282,0
129283,0
129284,0
129285,0
129286,0
129287,0
129289,0
129290,0
129291,0
129293,0
129297,0
129298,0
129299,1
129300,0
129301,0
129303,0
129304,0
129305,0
129306,0
129310,0
129314,0
129315,0
129316,0
129317,0
129318,1
129320,0
129322,0
129323,0
129325,0
129326,0
129328,0
129329,0
129332,0
129333,0
129334,0
129340,0
129341,0
129342,0
129343,0
129344,0
129345,0
129346,0
129347,0
129348,0
129349,0
129350,1
129353,0
129354,0
129355,0
129356,0
129357,0
129358,0
129359,0
129361,0
129362,0
129363,0
129366,1
129369,0
129371,0
129373,0
129374,0
129375,0
129376,0
129377,0
129378,0
129380,0
129381,0
129382,0
129384,0
129385,0
129386,0
129387,0
129388,0
129389,0
129390,0
129392,0
129393,0
129394,0
129395,1
129396,0
129397,0
129398,0
129400,0
129401,0
129402,0
129403,0
129404,0
129406,0
129408,0
129413,0
129414,0
129415,0
129417,0
129418,0
129419,0
129420,0
129421,0
129422,0
129423,0
129424,1
129425,0
129426,0
129427,0
129428,0
129429,0
129430,0
129433,0
129434,0
129435,0
129437,0
129438,0
129439,0
129440,0
129442,1
129443,0
129444,0
129445,0
129446,0
129448,0
129449,0
129450,0
129451,0
129452,0
129453,0
129455,0
129456,0
129457,0
129458,0
129459,0
129460,0
129463,0
129465,0
129466,0
129469,0
129470,0
129471,0
129474,0
129476,0
129477,0
129478,0
129479,0
129481,0
129482,0
129483,0
129484,0
129485,0
129486,0
129487,0
129488,0
129489,0
129490,0
129491,0
129492,0
129493,0
129495,0
129497,0
129501,0
129505,0
129506,0
129507,0
129508,0
129509,0
129515,0
129516,0
129517,0
129518,0
129520,0
129521,0
129522,0
129523,1
129526,0
129529,0
129530,0
129531,0
129533,0
129534,1
129535,0
129536,0
129537,0
129540,0
129541,0
129542,0
129543,0
129545,0
129546,0
129547,0
129548,0
129549,0
129550,0
129551,0
129552,0
129553,0
129554,0
129555,1
129557,0
129559,0
129560,0
129561,0
129562,0
129563,1
129565,0
129566,0
129567,0
129569,0
129570,0
129571,0
129572,0
129573,0
129575,0
129576,0
129578,0
129579,0
129580,0
129581,0
129582,1
129584,0
129587,0
129590,0
129591,1
129592,0
129594,0
129596,0
129597,0
129598,0
129599,0
129600,0
129601,0
129602,0
129603,0
129604,0
129605,0
129608,0
129609,0
129610,0
129611,0
129613,0
129614,0
129615,0
129617,0
129618,0
129619,0
129622,0
129623,1
129624,0
129625,0
129626,1
129627,0
129629,0
129630,0
129631,0
129632,0
129633,0
129634,0
129636,0
129638,0
129639,0
129640,0
129642,0
129643,0
129644,0
129645,0
129646,0
129647,0
129650,0
129651,1
129652,0
129653,0
129654,0
129655,0
129656,1
129657,0
129658,0
129659,0
129660,0
129661,0
129662,0
129663,0
129665,0
129666,1
129667,0
129670,0
129671,0
129672,0
129674,0
129675,0
129677,0
129678,0
129681,0
129682,0
129683,0
129684,0
129685,0
129686,0
129687,0
129688,0
129689,1
129690,0
129691,0
129693,0
129694,0
129695,0
129696,1
129699,0
129701,0
129702,0
129704,0
129705,0
129707,0
129708,0
129709,0
129710,0
129712,0
129713,0
129715,0
129716,0
129717,0
129718,0
129719,1
129720,0
129721,0
129722,0
129725,0
129726,0
129727,0
129728,0
129729,1
129732,0
129733,0
129734,0
129736,0
129737,0
129738,0
129739,0
129740,1
129741,0
129742,0
129743,0
129744,0
129745,0
129746,0
129748,0
129749,0
129750,0
129751,0
129752,0
129753,0
129754,0
129755,0
129756,0
129757,0
129758,0
129759,0
129760,0
129761,0
129762,0
129763,0
129765,0
129768,1
129770,0
129772,0
129773,1
129775,0
129776,1
129777,0
129778,1
129780,0
129781,0
129783,0
129784,0
129785,0
129786,0
129787,0
129788,0
129789,0
129790,0
129791,0
129792,1
129793,1
129794,1
129795,0
129796,0
129797,0
129798,0
129799,1
129800,0
129801,0
129803,0
129805,0
129806,0
129807,0
129808,0
129810,0
129811,0
129812,0
129813,0
129814,0
129815,1
129816,0
129817,0
129818,0
129819,0
129820,0
129821,0
129822,0
129824,0
129825,0
129826,0
129827,0
129828,0
129829,0
129830,0
129831,0
129832,0
129833,0
129834,0
129835,0
129836,0
129837,0
129838,0
129839,0
129840,0
129843,0
129844,0
129845,0
129846,0
129847,0
129848,0
129850,0
129852,0
129853,0
129854,0
129855,0
129856,0
129857,0
129858,0
129859,0
129861,0
129864,1
129865,0
129866,0
129867,0
129868,0
129869,0
129870,0
129871,0
129872,0
129874,0
129875,0
129877,0
129878,0
129879,0
129880,0
129881,0
129882,0
129883,0
129885,0
129886,0
129888,0
129889,0
129890,1
129891,0
129892,0
129893,0
129894,0
129895,0
129896,0
129897,0
129898,1
129899,0
129900,0
129901,0
129902,0
129903,0
129904,0
129905,0
129906,0
129907,0
129908,0
129910,0
129911,0
129912,0
129913,0
129914,0
129915,0
129916,0
129917,0
129918,0
129920,0
129921,0
129923,0
129924,0
129925,0
129926,0
129927,0
129931,0
129932,0
129933,0
129934,0
129935,0
129936,0
129937,0
129938,0
129939,0
129940,0
129941,0
129942,0
129943,0
129944,0
129945,0
129946,0
129948,0
129949,0
129950,0
129951,0
129952,0
129953,0
129954,0
129955,0
129956,0
129957,0
129958,0
129959,0
129960,0
129961,0
129962,0
129963,0
129964,0
129966,0
129967,0
129968,0
129969,0
129970,0
129971,0
129972,0
129973,0
129974,0
129975,0
129976,0
129977,0
129978,0
129979,0
129980,0
129981,0
129983,0
129984,0
129985,0
129986,0
129987,0
129988,0
129989,0
129990,0
129991,0
129992,0
129993,0
129994,0
129995,0
129996,0
129997,0
129998,0
129999,0
130000,0
130001,0
130002,0
130003,0
130004,0
130005,0
130006,0
130007,0
130008,0
130010,0
130011,0
130012,0
130013,0
130014,0
130015,0
130016,0
130017,0
130018,0
130020,0
130021,0
130022,0
130023,1
130024,0
130025,1
130027,0
130028,0
130029,0
130031,0
130032,0
130033,0
130034,0
130035,0
130036,0
130037,0
130038,1
130039,0
130040,0
130041,0
130042,0
130043,0
130044,0
130045,0
130046,0
130047,0
130048,0
130049,0
130050,0
130051,0
130052,0
130053,0
130054,0
130055,0
130056,0
130057,0
130058,0
130059,0
130060,0
130061,0
130062,0
130063,1
130064,0
130065,1
130066,0
130067,0
130068,0
130069,0
130070,0
130071,0
130072,0
130073,0
130074,0
130075,0
130076,0
130077,0
130078,0
130079,0
130081,0
130082,0
130083,0
130084,0
130085,0
130086,0
130087,0
130088,0
130089,0
130090,0
130091,0
130092,0
130093,0
130094,0
130095,0
130096,0
130097,0
130098,0
130099,1
130100,0
130101,0
130102,0
130103,0
130104,0
130106,0
130107,0
130108,0
130109,0
130110,0
130111,0
130112,0
130113,1
130114,0
130115,0
130116,1
130117,0
130118,0
130119,0
130120,1
130121,0
130122,0
130123,0
130124,0
130125,0
130126,0
130127,0
130128,0
130129,0
130130,0
130131,0
130132,0
130133,0
130134,0
130135,0
130141,0
130143,0
130145,0
130149,0
130150,0
130151,0
130152,0
130157,0
130158,0
130160,0
130162,0
130165,0
130166,0
130170,0
130177,0
130183,0
130184,0
130185,0
130188,0
130193,1
130203,0
130205,0
130206,0
130210,0
130211,0
130216,0
130217,0
130221,0
130224,0
130227,0
130228,0
130230,0
130231,0
130236,1
130239,0
130240,0
130241,1
130242,0
130246,0
130249,0
130251,0
130252,0
130255,0
130258,0
130260,1
130261,0
130262,0
130264,0
130266,0
130268,0
130270,0
130271,0
130273,0
130274,0
130275,0
130283,0
130284,0
130285,0
130287,0
130288,0
130290,0
130292,0
130305,0
130309,1
130312,0
130314,0
130318,0
130319,0
130320,0
130322,1
130323,1
130326,0
130328,0
130329,0
130332,0
130333,1
130335,0
130337,0
130339,0
130341,0
130342,0
130344,0
130347,1
130352,0
130353,0
130355,0
130359,1
130369,0
130372,0
130375,0
130383,0
130386,0
130389,0
130391,1
130394,0
130395,0
130399,0
130400,0
130401,0
130402,0
130403,0
130406,0
130407,0
130409,0
130411,0
130413,0
130414,0
130416,0
130417,0
130420,0
130424,0
130425,0
130426,1
130427,0
130430,0
130434,0
130439,0
130440,0
130450,0
130454,0
130455,0
130456,0
130457,0
130458,0
130462,1
130464,0
130467,0
130469,1
130470,1
130475,1
130482,0
130488,0
130489,0
130492,0
130494,0
130495,0
130498,0
130500,0
130505,0
130511,0
130512,0
130513,0
130514,0
130518,0
130521,0
130523,0
130524,0
130525,0
130526,0
130528,0
130529,0
130530,0
130536,0
130538,0
130539,0
130540,1
130541,0
130542,0
130547,0
130548,0
130550,0
130552,0
130555,0
130557,0
130562,1
130570,0
130571,0
130572,0
130573,0
130577,0
130579,0
130582,0
130585,0
130586,0
130587,0
130589,0
130591,0
130593,0
130595,0
130596,0
130597,0
130598,0
130602,0
130605,1
130608,0
130611,0
130619,0
130620,0
130622,0
130623,0
130624,0
130625,0
130627,0
130631,0
130633,0
130634,0
130635,0
130636,0
130637,0
130640,0
130641,0
130642,0
130647,0
130649,0
130651,0
130653,0
130655,0
130657,0
130658,0
130661,0
130663,0
130665,0
130668,0
130678,0
130681,0
130682,0
130687,0
130690,0
130693,0
130695,0
130697,0
130700,0
130702,1
130705,0
130707,0
130708,1
130709,0
130710,0
130711,0
130712,0
130713,0
130714,0
130715,0
130717,0
130718,0
130719,0
130725,0
130727,1
130731,0
130734,0
130737,0
130739,0
130741,0
130742,0
130743,0
130744,0
130746,0
130748,0
130750,0
130751,0
130755,0
130756,0
130763,0
130765,0
130770,0
130775,1
130776,1
130777,0
130778,0
130779,0
130782,0
130783,1
130787,0
130789,0
130790,0
130794,0
130797,0
130798,0
130799,0
130801,0
130804,0
130805,0
130808,0
130810,0
130813,0
130815,0
130816,0
130817,0
130819,0
130822,0
130823,0
130824,0
130831,0
130832,0
130834,0
130835,0
130836,0
130839,0
130840,0
130841,0
130842,1
130846,0
130847,0
130849,0
130851,0
130852,0
130854,0
130855,0
130856,0
130857,0
130859,0
130860,0
130862,0
130864,0
130865,0
130866,0
130868,0
130869,0
130870,1
130873,0
130874,0
130875,0
130876,0
130877,0
130880,0
130881,0
130883,0
130886,0
130888,0
130889,0
130890,0
130891,0
130895,0
130896,0
130897,0
130898,0
130900,0
130901,0
130902,0
130903,0
130904,0
130905,0
130907,0
130908,0
130911,0
130912,0
130914,0
130916,0
130918,0
130919,0
130923,0
130924,0
130925,0
130926,0
130929,0
130930,1
130938,0
130940,0
130943,0
130944,0
130947,0
130949,0
130951,0
130952,0
130953,0
130959,0
130960,0
130962,0
130963,0
130967,0
130969,0
130970,0
130971,0
130972,0
130973,0
130977,0
130978,0
130979,0
130980,0
130982,1
130984,0
130985,1
130986,0
130987,0
130988,0
130990,0
130991,0
130992,0
130998,0
130999,0
131001,0
131004,0
131005,0
131006,0
131007,0
131009,0
131010,0
131011,0
131012,0
131015,0
131016,0
131017,0
131019,0
131020,0
131022,0
131023,0
131024,0
131027,0
131029,0
131031,0
131034,0
131036,0
131037,0
131044,0
131046,0
131047,0
131049,0
131054,0
131056,0
131057,0
131058,0
131059,0
131060,0
131061,0
131062,0
131064,0
131067,0
131068,0
131069,0
131070,0
131072,0
131073,0
131074,0
131076,0
131077,0
131078,0
131079,0
131080,0
131082,0
131083,0
131084,0
131086,0
131088,1
131089,0
131095,0
131096,0
131100,0
131102,0
131105,0
131107,0
131109,0
131110,0
131111,0
131112,0
131114,0
131118,0
131119,0
131121,0
131123,0
131124,0
131125,0
131127,0
131131,0
131133,0
131134,0
131137,0
131138,0
131139,0
131141,0
131146,0
131147,0
131148,0
131149,0
131150,0
131151,0
131152,0
131155,0
131156,0
131157,0
131159,0
131163,0
131164,0
131165,0
131166,0
131168,0
131172,0
131173,0
131176,0
131177,1
131178,0
131181,0
131183,0
131184,0
131185,0
131186,0
131188,0
131189,0
131193,0
131194,0
131195,0
131197,0
131198,0
131199,0
131200,0
131201,0
131202,0
131203,0
131204,0
131205,0
131206,0
131207,0
131208,0
131211,0
131214,0
131217,0
131218,0
131226,0
131228,0
131229,0
131233,0
131236,0
131239,0
131240,0
131241,0
131242,0
131244,0
131249,0
131250,0
131251,0
131252,0
131253,0
131255,0
131256,0
131265,0
131266,0
131267,0
131268,0
131269,0
131273,1
131274,1
131275,0
131276,0
131277,1
131278,0
131279,0
131280,0
131281,0
131285,0
131286,0
131288,0
131289,1
131290,0
131292,0
131294,0
131296,0
131297,0
131298,0
131300,0
131301,0
131302,0
131303,0
131305,0
131307,0
131308,0
131310,0
131312,0
131313,0
131317,0
131318,0
131320,0
131322,0
131323,0
131324,0
131330,0
131332,0
131333,0
